spotify_track_id	track_name	artist_name	popularity	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	valence
0Y9BzZGT2FuLVPrHoq1g2G	Fantaisie-Impromptu In C-Sharp Minor, Op. 66	Frédéric Chopin	52	0.993	0.155	336093.0	0.0522	0.894	1.0	0.105	-25.087	1.0	0.0413	70.473	0.0585
12sbRlZqz4ubIjKfft0tAk	Tender Sofa	Gussstave	17	0.624	0.546	160879.0	0.501	0.0213	11.0	0.0844	-9.632	1.0	0.13	182.013	0.389
3jHYDEB0YUNJCSEMF2um60	CHICKEN TERIYAKI	ROSALÍA	64	0.454	0.788	122227.0	0.4	0.000141	2.0	0.0686	-6.454	1.0	0.115	97.936	0.558
4aNNFLoRfSOMHeYQXidsXL	I Leave Again	Petit Biscuit	56	0.465	0.724	240893.0	0.476	0.0451	2.0	0.0964	-13.832	1.0	0.0555	124.006	0.11
63ZSow0dnUhOr175IbNZa2	Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries	Richard Wagner	52	0.927	0.235	183667.0	0.365	0.907	7.0	0.17	-13.863	1.0	0.0356	91.187	0.126
0pAiyIHt9DyHOjWgF41kp6	Steal	Maribou State	66	0.62	0.729	219946.0	0.456	0.000133	6.0	0.0919	-6.795	0.0	0.0528	110.999	0.221
2uU4tNepmkbE5lyQ9d0zFZ	Kabhi Khushi Kabhie Gham	Kris Bowers	61	0.625	0.448	208893.0	0.0588	0.952	1.0	0.132	-27.582	1.0	0.0328	95.997	0.418
4ffoWIfe9UWfyuJT5I0I7L	Les mots bleus	Johan Papaconstantino	58	0.271	0.79	250894.0	0.484	0.0129	8.0	0.127	-8.267	1.0	0.114	171.988	0.431
6SDjKKm0OxwKOkbQRIYtOD	On The Run - 2019 Remix, Live	Pink Floyd	30	0.119	0.229	168947.0	0.629	0.751	7.0	0.383	-18.963	1.0	0.201	82.974	0.043
6XhLvHFFGw89NbGfpINRyn	Reading Rainbow Theme Song	Reading Rainbow	40	0.832	0.736	53760.0	0.363	0.0	9.0	0.0801	-15.792	1.0	0.751	166.209	0.197
6amKBSZGfDYxNbL2ByRnir	Le Jeune	QuinzeQuinze	35	0.32	0.633	239253.0	0.513	0.00297	0.0	0.0957	-9.108	0.0	0.435	123.156	0.683
5EQzuYfTZt7B2LqlvTF49l	It's All Coming Back to Me Now	Céline Dion	74	0.753	0.384	456867.0	0.438	0.0	0.0	0.101	-9.149	1.0	0.0362	87.903	0.287
4CQuxzR9R3OVSCNSHN1mBZ	Fio Maravilla	Nicoletta	42	0.544	0.634	217080.0	0.433	0.0	10.0	0.144	-8.26	0.0	0.0283	115.34	0.704
6X6LksTIhQ88ZU27y5bbxk	I'll Never Forget You	Francis and the Lights	33	0.987	0.588	225253.0	0.0665	0.0476	5.0	0.118	-18.621	1.0	0.0394	121.06	0.155
6rqUOLt9dpfMANLMKTzoWj	Le temps de l'amour	Françoise Hardy	60	0.798	0.586	144827.0	0.412	0.0	8.0	0.152	-10.116	0.0	0.0334	132.199	0.706
1V32pCGXZMgcmXd5MUMDL1	Abcdefg	ROSALÍA	65	0.95	0.717	65960.0	0.164	0.0	7.0	0.315	-17.948	1.0	0.944	91.577	0.352
2P5yIMu2DNeMXTyOANKS6k	Nobody	Mitski	80	0.07	0.398	193429.0	0.717	0.0	0.0	0.085	-5.253	1.0	0.0398	117.296	0.487
2rkw1gqH62Tc9ydm9jsEJ1	Tous les cris les S.O.S.	Daniel Balavoine	57	0.563	0.447	302866.0	0.442	4.5e-05	9.0	0.225	-10.76	0.0	0.0308	176.245	0.404
3KEnGyuImTqe7asrYW0kUv	Positif	Mr. Oizo	53	0.000409	0.744	171120.0	0.928	0.624	10.0	0.132	-5.628	0.0	0.0495	123.014	0.507
3VbDcrNGmAeX1Aij4w1Y9C	Wheelspin	MØ	41	0.0514	0.694	171200.0	0.577	0.000487	9.0	0.146	-5.98	1.0	0.0349	121.996	0.269
5nNIFYy5dDQo9s3hSOd7xX	C'est une belle journée	Mylène Farmer	52	0.33	0.674	256693.0	0.844	0.000663	0.0	0.0916	-6.353	1.0	0.0342	120.006	0.656
2fgINBjLf7eCI3ky3n2gnS	Moins joli	Iliona	57	0.94	0.532	179881.0	0.18	0.000263	9.0	0.258	-14.76	0.0	0.0466	92.404	0.131
17AecRsKvectsZjTJ7LCkz	Malala Yousafzai	Jessica Dannheisser	3	0.496	0.258	172227.0	0.329	0.817	0.0	0.1	-12.56	1.0	0.0332	99.944	0.0378
1c65aZUOGjVB72vnv1bW2g	Youth Is Lost	MØ	39	0.262	0.538	225493.0	0.611	2.74e-05	5.0	0.321	-4.761	0.0	0.0529	155.832	0.495
4kXxEhuatrvwrTQycA7s9B	BIZCOCHITO	ROSALÍA	78	0.605	0.93	109120.0	0.774	0.0238	1.0	0.12	-4.203	1.0	0.0744	116.972	0.781
4p7na6NSU0F7lMOhx9kg9k	Material Girl	Kris Bowers	63	0.633	0.588	244340.0	0.155	0.694	0.0	0.0748	-20.621	1.0	0.0321	136.482	0.404
11k965jnnDHzMXisdOBop2	Cool to Cry	MØ	40	0.351	0.689	171760.0	0.67	2.16e-06	9.0	0.0875	-6.773	0.0	0.132	86.012	0.499
14FAAlZJ36VMPIF7yHV3mg	Tuo padre, mia madre, Lucia	Giovanni Truppi	46	0.724	0.348	228707.0	0.59	0.0	9.0	0.312	-6.093	0.0	0.0722	76.535	0.55
7yHjGj7rDKqolyqeZjPv9t	Soldier Girl	The Polyphonic Spree	38	0.202	0.443	239067.0	0.584	9.97e-06	0.0	0.0707	-7.264	1.0	0.0317	93.728	0.0518
4qCkd8jOHbz7t59nRTlGr5	FAST LAND	Moderat	54	0.0219	0.429	219014.0	0.59	0.905	2.0	0.141	-9.673	1.0	0.0403	134.255	0.0503
2spDH2rxS8fpw6XYxtCzue	Ok boomer (feat. Brunori Sas)	The Zen Circus	45	0.216	0.518	207533.0	0.838	0.0	9.0	0.28	-5.515	1.0	0.0481	154.925	0.507
59qdWok2u5ItLGEVf008kD	Any Day Now	Elbow	41	0.18	0.609	377933.0	0.77	0.234	4.0	0.11	-10.09	1.0	0.0333	139.372	0.428
0uekzdBsjuz76wVo2XOyg3	Love No More	The Durutti Column	38	0.955	0.58	167266.0	0.281	0.906	2.0	0.114	-14.308	1.0	0.03	124.537	0.387
5IM0qYpQlZbfLJ8s1QWbpz	An Unsolved Exercise in Physics - Mia Askisi Fysikis Alyti	Lena Platonos	25	0.197	0.758	239267.0	0.657	1.24e-06	7.0	0.162	-8.266	0.0	0.219	130.735	0.838
2hkUAvQ1ZTISJsOtRUACyF	Oscar Brown	Baxter Dury	36	0.0326	0.46	335560.0	0.387	0.68	5.0	0.37	-11.5	1.0	0.0402	123.914	0.314
4LTJl1Om8ktx8vUIKcIIgx	Le ragazze stanno bene	Vasco Brondi	28	0.56	0.331	226013.0	0.753	2.03e-05	4.0	0.0993	-7.838	1.0	0.0758	97.212	0.389
2p6CzenLng8PDjkJ2cj26F	Mango	Cosmo	37	0.247	0.741	313013.0	0.776	0.00746	2.0	0.103	-7.566	1.0	0.0716	116.049	0.226
5iNTFenKptdrfnoTxEDFOB	Afraid of You	The Knife	17	0.153	0.8	228200.0	0.481	0.7	11.0	0.0816	-7.061	1.0	0.298	120.043	0.328
3oJCaUjEucwvw8TAr5GNof	Bird - Edit	The Knife	22	0.0609	0.627	210123.0	0.835	0.0653	2.0	0.182	-8.273	0.0	0.0489	146.178	0.143
63uly6YcZLrchTQCAXp8Np	All The Young Dudes	Shortparis	27	0.111	0.348	225800.0	0.445	0.000541	7.0	0.128	-12.445	1.0	0.0372	99.71	0.111
6XNyqB9SGce6cWFlR8wMVP	Caro fottutissimo amico (feat. Motta)	The Zen Circus	31	0.0576	0.632	714643.0	0.691	0.0108	2.0	0.106	-7.178	1.0	0.0326	112.006	0.0455
1CcYOBPqOctmlpo3fKWJpc	Ok boomer (feat. Brunori Sas)	The Zen Circus	40	0.216	0.518	207533.0	0.838	0.0	9.0	0.28	-5.515	1.0	0.0481	154.925	0.507
1l16MyUTfb0SDearbydVfD	Stoccolma	Rino Gaetano	30	0.121	0.895	207853.0	0.674	1.65e-05	0.0	0.271	-10.273	1.0	0.0548	106.027	0.988
1qwAXuoYMGNTeJlSvHNgLh	La Pomme D'Argent	Jane Weaver	8	0.731	0.454	225920.0	0.624	0.935	4.0	0.171	-13.587	0.0	0.0446	91.392	0.0781
2WOjLF83vqjit2Zh4B69V3	Don't Think Twice, It's All Right	Bob Dylan	65	0.89	0.6	217400.0	0.243	0.0022	4.0	0.249	-17.085	1.0	0.0366	110.535	0.468
4bAYL09yxKIf1YNx1HwoBZ	You Know It's Alright	Mryn	11	0.000963	0.842	663626.0	0.737	0.818	7.0	0.0764	-10.558	1.0	0.0574	123.025	0.187
5LBTIPGXEn7I7ON0BB961z	Knee 5	Philip Glass Ensemble	40	0.586	0.346	484667.0	0.105	5.88e-05	7.0	0.11	-25.12	1.0	0.047	99.348	0.0346
7JJuEnyZFMinvP6WZMCfuQ	Labyrinth	Sky H1	27	0.873	0.196	414290.0	0.101	0.832	9.0	0.109	-27.32	0.0	0.041	134.945	0.0454
2Otknd6zvymLYOIxZLS8e8	L'anima non conta	The Zen Circus	47	0.0409	0.37	341253.0	0.649	0.0	9.0	0.127	-5.808	1.0	0.0322	147.853	0.584
4VeBrtbDSGaFkO7I9iagBc	I Need a Connection	Jane Weaver	35	0.0915	0.634	466693.0	0.84	0.888	2.0	0.166	-11.811	1.0	0.0388	129.142	0.128
57Dqlvsn8WcsPFVZzRw3iO	Children of the Sun	Dead Can Dance	43	0.205	0.444	453429.0	0.487	0.382	6.0	0.0852	-9.076	0.0	0.0307	120.087	0.158
7nYDC2hCyuw6yKnVsClX4E	Wivenhoe Bells (II)	The Cleaners From Venus	34	0.197	0.514	263093.0	0.727	5.14e-05	5.0	0.67	-5.844	1.0	0.0414	105.394	0.396
2JiS4aCs0A4SM4Z0OVdkUO	Madeso	DJ Nigga Fox	13	0.000662	0.766	376849.0	0.92	0.89	10.0	0.126	-5.733	0.0	0.286	126.087	0.502
3QW4IYz45VxCchkS8iCGVE	A Long Day	The Polyphonic Spree	7	0.808	0.173	2191560.0	0.132	0.946	9.0	0.151	-14.663	0.0	0.0399	124.891	0.029
6c2PX5LGBx55npYNGEG2jQ	I Want You, But I Don't Need You	Momus	32	0.255	0.692	287160.0	0.482	6.19e-05	11.0	0.312	-11.315	0.0	0.0265	99.998	0.676
2Hzd0VC9hKTW1UBm3zePnx	Hope	Bauhaus	33	0.168	0.622	197240.0	0.395	0.00368	9.0	0.332	-12.073	1.0	0.0317	95.009	0.694
013dkXItCYy64OcHgtU6zg	Out of Time	Damon Albarn	40	0.722	0.351	238893.0	0.519	0.00274	0.0	0.792	-9.159	1.0	0.0365	154.875	0.235
5oqLH3w2yG46BZtZSVWC56	Scatolette	Ministri	28	0.00073	0.358	226800.0	0.583	0.0	0.0	0.463	-6.559	1.0	0.0397	147.736	0.283
04BHSbXG9Wd7F0WlwKjL7q	Have a Day / Celebratory	The Polyphonic Spree	12	0.733	0.398	280093.0	0.507	0.000808	5.0	0.136	-5.474	1.0	0.0282	130.11	0.0392
11aNnE6AFyuYbk4bSlHKFO	Cooped Up (with Roddy Ricch)	Post Malone	66	0.0399	0.644	185857.0	0.775	0.0	0.0	0.113	-5.679	1.0	0.242	93.707	0.372
1RvhTbg8D5p4dUZSPKA4pK	Ooops	808 State	31	0.00137	0.655	282013.0	0.917	0.337	9.0	0.397	-5.963	0.0	0.0366	101.498	0.75
1Sl33znPvyeLFcG6jLqMWP	Opera 1	The Durutti Column	24	0.978	0.16	131400.0	0.227	0.906	0.0	0.274	-17.84	0.0	0.0379	83.729	0.0446
1gE7p3b4J8p4ivOCR2CO0Y	Marechià	Nu Genea	55	0.133	0.698	264929.0	0.686	0.0439	1.0	0.0753	-11.278	0.0	0.0338	110.068	0.926
2qFvSLNidOcYd5d7KELAEI	Nephatiti	808 State	19	0.000879	0.65	289173.0	0.782	0.678	11.0	0.0534	-8.668	0.0	0.04	120.003	0.32
2tqUvU7hJymXT8t8Me6EiY	Light & Day / Reach for the Sun	The Polyphonic Spree	35	0.645	0.252	202573.0	0.868	1.1e-06	2.0	0.169	-5.35	1.0	0.0753	125.096	0.221
3jV5iYfcE1qohWHrSAhJHH	Infinite volte	Tutti Fenomeni	36	0.486	0.742	180967.0	0.477	0.00598	5.0	0.107	-10.277	0.0	0.0772	148.517	0.514
3uGXrCnCC9ECvT9jnTZGij	Red	Elbow	27	0.0198	0.343	311467.0	0.682	0.00118	4.0	0.234	-8.636	0.0	0.0428	192.305	0.507
43GltEAwiTl3Nz7J7gjXkA	Peggio Di Niente	Ministri	19	0.000405	0.235	175707.0	0.989	0.0	9.0	0.0757	-4.702	1.0	0.0971	104.035	0.26
43lFVqRGSCUsrBjZrtMZ0C	Lift	808 State	20	0.00253	0.599	312440.0	0.733	0.828	1.0	0.427	-8.776	1.0	0.0323	120.01	0.361
4euAGZTszWPrriggYK0HG9	Lay All Your Love On Me	ABBA	74	0.117	0.678	274467.0	0.727	0.00396	2.0	0.354	-7.844	0.0	0.0258	133.481	0.71
5DpOrZhEK1QQ9HoDZWbU8E	Bar Mediterraneo	Nu Genea	51	0.443	0.706	184000.0	0.639	0.831	7.0	0.0877	-7.834	1.0	0.0288	108.706	0.914
5zlPAPZkw8PKUf5HUKatTM	Adius - Sanremo, 28 agosto 1976	Piero Ciampi	25	0.919	0.453	216053.0	0.532	0.278	0.0	0.371	-10.049	1.0	0.0753	120.243	0.593
6d5Ef0SJJxvzafpgKCRFoC	Vesuvio	Nu Genea	53	0.0376	0.687	281781.0	0.876	0.398	9.0	0.0893	-6.756	0.0	0.0392	120.714	0.939
7L0pz6RCfBtmMpMC8BWCvZ	Souvenirs	Mumbay	53	0.538	0.785	228245.0	0.611	0.0	4.0	0.19	-12.525	0.0	0.135	120.004	0.779
0BcZNMt0AkFjjPOOnHsRET	Delta (Sounds from air)	Max Casacci	3	0.895	0.569	312076.0	0.345	0.811	1.0	0.365	-15.448	0.0	0.0527	156.048	0.235
1fdh2ny3weZ809gJi74f4I	Marechià	Nu Genea	23	0.133	0.698	264929.0	0.686	0.0445	1.0	0.0753	-11.278	0.0	0.0338	110.068	0.926
6maLztcIyOHUYBY00iHPKJ	Planningto Risk It	Austra	26	0.00236	0.913	355895.0	0.508	0.259	9.0	0.119	-8.73	0.0	0.0668	125.007	0.971
3HFBqhotJeEKHJzMEW31jZ	Change	Big Thief	62	0.83	0.633	295454.0	0.161	9.9e-05	10.0	0.263	-12.892	1.0	0.0613	132.57	0.546
3AqSeHqtg45ddsAYJeuCqm	Red Moon	Big Thief	50	0.12	0.434	259591.0	0.842	4.36e-05	7.0	0.096	-5.394	1.0	0.074	151.221	0.661
61X73CJcpwGIxgQgKEXbw0	You and Me On The Rock (feat. Lucius)	Brandi Carlile	62	0.15	0.568	230098.0	0.686	1.81e-06	1.0	0.0881	-6.635	1.0	0.033	172.075	0.725
07C3oEuCStuueA9cBYLRuL	Wake Me up to Drive	Big Thief	47	0.663	0.683	223601.0	0.654	0.00803	7.0	0.116	-11.64	1.0	0.0524	131.263	0.682
45u0KnOkZtlkQdtTXyC1B8	Promise Is a Pendulum	Big Thief	47	0.958	0.473	252600.0	0.16	3.82e-05	5.0	0.159	-17.228	1.0	0.0391	138.759	0.508
5ZlfX4evbtQtONINsLADDR	Little Things	Big Thief	52	0.256	0.34	344823.0	0.924	0.925	1.0	0.248	-5.077	1.0	0.0347	96.104	0.736
6qopJBPesEVIrIT0qMtbNs	Heavy Bend	Big Thief	49	0.863	0.682	96554.0	0.345	3.34e-06	1.0	0.1	-9.403	1.0	0.074	133.263	0.485
2mdaMDbjFxmxQPO90PxT5w	No Reason	Big Thief	51	0.616	0.455	227157.0	0.566	0.00237	9.0	0.308	-7.001	1.0	0.0324	79.056	0.513
054hQgiHkYgHZzHjIDj7ch	12,000 Lines	Big Thief	46	0.851	0.675	179640.0	0.279	0.000194	6.0	0.106	-11.793	1.0	0.0311	127.337	0.363
3i7XRi2UyvGTdJawJRkVhd	Certainty	Big Thief	61	0.0208	0.611	187389.0	0.507	0.012	9.0	0.222	-8.521	1.0	0.0267	76.578	0.401
26jTwp6phFiELR3454BUTk	Iffy	Caamp	59	0.793	0.425	236348.0	0.294	8.43e-06	10.0	0.367	-10.754	1.0	0.0498	186.027	0.312
31ABtQJdfloNaGz7ZhXaN5	King	Florence + The Machine	69	0.136	0.731	280131.0	0.45	0.000989	6.0	0.107	-8.086	0.0	0.0443	105.989	0.0856
6w1d6Zwf7aXALS4TRA26hy	Sparrow	Big Thief	51	0.848	0.564	311934.0	0.354	2.66e-05	1.0	0.0811	-9.456	1.0	0.0263	102.277	0.308
32k3OLmeIWe93KY0QzMmZX	Time Escaping	Big Thief	54	0.751	0.672	228522.0	0.875	0.000209	10.0	0.162	-6.022	0.0	0.135	157.692	0.905
4AA4xt0NvJCUaJYh9SoZ1y	Paul	Big Thief	63	0.199	0.446	183895.0	0.263	0.000305	11.0	0.109	-11.541	1.0	0.0403	123.696	0.168
0jWgAnTrNZmOGmqgvHhZEm	What's Up?	4 Non Blondes	81	0.161	0.565	295533.0	0.564	0.0	2.0	0.114	-10.044	1.0	0.0292	134.355	0.454
4LRPiXqCikLlN15c3yImP7	As It Was	Harry Styles	99	0.342	0.52	167303.0	0.731	0.00101	6.0	0.311	-5.338	0.0	0.0557	173.93	0.662
5MFBgS4j9HMn04mRPrdAr2	Blurred View	Big Thief	48	0.44	0.438	246769.0	0.47	0.632	10.0	0.102	-10.848	0.0	0.294	152.92	0.5
3qNf31pEZJRN9FJN1Ax0BJ	Dried Roses	Big Thief	47	0.865	0.56	155650.0	0.187	6.11e-06	11.0	0.118	-10.4	1.0	0.0351	113.054	0.316
7KIXAzdiG2Pae7spgsklZo	Running Up That Hill - Recorded at Spotify Studios Stockholm	First Aid Kit	56	0.037	0.523	236493.0	0.403	0.0	0.0	0.23	-10.395	0.0	0.0276	108.976	0.0984
2h0O3uXZW6ClktlgHWGpjy	Acolyte	Slaughter Beach, Dog	64	0.782	0.79	316468.0	0.476	0.0942	9.0	0.113	-10.674	1.0	0.0338	123.977	0.774
5Uou8idst1XJc0F6MRAk5S	I Don't Live Here Anymore (feat. Lucius)	The War On Drugs	60	0.00327	0.476	327547.0	0.867	3.42e-06	5.0	0.0962	-3.982	1.0	0.037	110.026	0.466
05daxiDLRI9gEy8xmtvgpv	Wolf	First Aid Kit	53	0.0594	0.522	220333.0	0.746	0.00103	8.0	0.257	-6.999	1.0	0.0422	102.093	0.404
3Q6VfeIZ1bTjWiNe2Or4LQ	Spud Infinity	Big Thief	54	0.157	0.562	334802.0	0.633	0.000419	10.0	0.16	-6.228	1.0	0.0331	132.122	0.562
0ojbjct5B5T4z4EkOYUGAt	Love Love Love	Big Thief	47	0.445	0.426	253670.0	0.828	0.0067	11.0	0.314	-5.518	0.0	0.0489	149.72	0.659
3tzlgaWjqZJX0fq2hiQW62	Put Me in the Ground (feat. Austin Sawyer)	Daniel Nunnelee	56	0.0514	0.57	266668.0	0.368	0.0	0.0	0.108	-9.128	1.0	0.0329	139.937	0.136
2FwDApgXk91kXvqy2oB7dz	Simulation Swarm	Big Thief	62	0.446	0.703	252734.0	0.578	0.0024	1.0	0.102	-9.103	1.0	0.0728	105.204	0.67
3HAgxyWGeJtIVabS2mTREt	Vagabond	Caamp	71	0.766	0.571	129464.0	0.399	0.0146	4.0	0.0926	-11.919	1.0	0.0364	141.922	0.611
3UN7R1teOKhmB8SnxtwiPK	Dragon New Warm Mountain I Believe in You	Big Thief	52	0.766	0.312	283764.0	0.471	0.0185	6.0	0.162	-11.464	0.0	0.0353	173.699	0.38
6K8VQ84MqhsoakN5MjrnVR	Supercut	Lorde	71	0.219	0.562	277506.0	0.437	2.18e-05	0.0	0.0806	-10.229	1.0	0.052	124.852	0.15
2A4eOWCeNZHFQnLEEJKuZX	Lost in My Mind	The Head And The Heart	63	0.434	0.368	259120.0	0.514	0.000192	2.0	0.286	-9.124	1.0	0.0291	95.335	0.371
3ag4ODA4AwOhHG5pGcX0Lk	Hallelujah - Bonus Track	HAIM	50	0.811	0.258	190933.0	0.376	6.59e-05	8.0	0.107	-6.876	1.0	0.0304	188.319	0.531
3hMHG6lx9QHVcfYSUr5PoM	"Danger Zone - From ""Top Gun"" Original Soundtrack"	Kenny Loggins	75	0.154	0.552	216347.0	0.871	1.12e-06	3.0	0.142	-7.251	0.0	0.0369	156.786	0.737
3nsfB1vus2qaloUdcBZvDu	All Too Well (Taylor's Version)	Taylor Swift	75	0.0171	0.44	329160.0	0.528	0.00203	0.0	0.234	-7.809	1.0	0.0317	185.972	0.132
3pMTFpbool5GOxvoc2QJth	Flower of Blood	Big Thief	49	0.0685	0.254	264547.0	0.93	0.602	2.0	0.291	-5.944	1.0	0.0797	153.082	0.473
4Dvkj6JhhA12EX05fT7y2e	As It Was	Harry Styles	95	0.342	0.52	167303.0	0.731	0.00101	6.0	0.311	-5.338	0.0	0.0557	173.93	0.662
5T8OICEqdqbx8Uz7L5abkH	Now I'm In It - Bonus Track	HAIM	58	0.384	0.717	204280.0	0.707	0.000117	4.0	0.161	-9.495	1.0	0.0628	105.014	0.206
2lBEWXP11gpEySIXgA5ALH	Fire	Waxahatchee	53	0.674	0.5	217373.0	0.451	6.93e-06	7.0	0.138	-11.81	1.0	0.0529	84.566	0.186
1VSngtLdJhrlfHkLxTyOXK	King	Florence + The Machine	66	0.142	0.73	280131.0	0.445	0.00109	6.0	0.107	-8.376	0.0	0.0446	105.976	0.075
3Cx4yrFaX8CeHwBMReOWXI	We Didn't Start the Fire	Billy Joel	76	0.0771	0.712	287733.0	0.967	0.0	7.0	0.356	-5.206	1.0	0.047	145.024	0.895
0SnCZci0wyVj0RZXknNaWq	Lemon Tree	Mt. Joy	61	0.55	0.365	248560.0	0.748	0.503	10.0	0.303	-9.145	1.0	0.0881	121.285	0.475
0vQYe6g8bNbdUKnUnXdQQV	My Love - Edit	Florence + The Machine	69	0.00127	0.534	177511.0	0.87	0.0	9.0	0.355	-4.428	0.0	0.075	121.841	0.328
4DtQQ82VSTgYfsCBSxvK9k	Rae Street	Courtney Barnett	48	0.00413	0.559	271207.0	0.741	5.97e-05	0.0	0.0915	-7.272	1.0	0.0304	97.011	0.509
74oXlQPr6x05HDrGVaiYXZ	Naked in Manhattan	Chappell Roan	57	0.0835	0.771	211058.0	0.704	0.0	1.0	0.0935	-5.098	1.0	0.0315	118.01	0.55
4ZtFanR9U6ndgddUvNcjcG	good 4 u	Olivia Rodrigo	91	0.335	0.563	178147.0	0.664	0.0	9.0	0.0849	-5.044	1.0	0.154	166.928	0.688
08unC8N1V1dEcqiyi06g6W	Dead of Night	Orville Peck	66	0.811	0.491	239001.0	0.549	0.361	2.0	0.0606	-11.608	1.0	0.0546	99.683	0.48
0nrRP2bk19rLc0orkWPQk2	Wake Me Up	Avicii	86	0.0038	0.532	247427.0	0.783	0.0012	2.0	0.161	-5.697	1.0	0.0523	124.08	0.643
1BzxTvgMM5Ve4acPQHYfL3	The Only Place	Big Thief	46	0.927	0.45	194252.0	0.248	0.00025	4.0	0.107	-10.705	1.0	0.0353	117.405	0.37
